City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
238,Kose,TR,2022-02-03 02:24:36,40.21,39.6511,36.16,98,74,5.46,broken clouds
239,Hovd,MN,2022-02-03 02:24:36,48.0056,91.6419,-5.73,96,89,1.77,overcast clouds
240,San Juan Bautista,PE,2022-02-03 02:24:37,-14.0108,-75.7358,63.23,56,7,2.68,clear sky
241,Ponta Delgada,PT,2022-02-03 02:24:38,37.7333,-25.6667,60.49,77,20,8.05,few clouds
242,Auki,SB,2022-02-03 02:24:38,-8.7676,160.7034,77.81,91,100,9.75,light rain
243,Omsukchan,RU,2022-02-03 02:24:39,62.5333,155.8,-9.98,95,73,7.49,broken clouds
244,Kirovskiy,RU,2022-02-03 02:21:07,45.0917,133.5136,5.61,87,100,7.7,overcast clouds
245,Loei,TH,2022-02-03 02:24:39,17.4167,101.5,63.77,75,80,3.71,broken clouds
246,Neuquen,AR,2022-02-03 02:24:40,-38.9516,-68.0591,78.69,44,40,3.44,scattered clouds
247,Kalabagh,PK,2022-02-03 02:24:41,32.965,71.557,50.11,69,8,6.44,clear sky
248,Half Moon Bay,US,2022-02-03 02:24:41,37.4636,-122.4286,60.31,51,0,6.91,haze
249,Xining,CN,2022-02-03 02:23:39,36.6167,101.7667,15.37,52,4,2.28,clear sky
250,Phayao,TH,2022-02-03 02:24:42,19.25,100.25,70.68,40,5,2.19,clear sky
251,Hofn,IS,2022-02-03 02:24:42,64.2539,-15.2082,30.97,57,100,7.83,overcast clouds
252,Bichena,ET,2022-02-03 02:24:43,10.45,38.2,56.84,60,100,2.46,overcast clouds
253,Winsum,NL,2022-02-03 02:24:43,53.33,6.5208,47.21,95,100,13.62,overcast clouds
254,Nome,US,2022-02-03 02:22:26,64.5011,-165.4064,10.47,57,0,32.21,clear sky
255,Saint-Francois,FR,2022-02-03 02:24:44,46.4154,3.9054,41.41,99,75,1.14,broken clouds
256,Ler,SS,2022-02-03 02:24:45,8.3018,30.1418,76.14,26,85,5.17,overcast clouds
257,Mitsamiouli,KM,2022-02-03 02:24:46,-11.3847,43.2844,81.41,78,99,8.03,overcast clouds
258,Coihaique,CL,2022-02-03 02:24:46,-45.5752,-72.0662,58.95,77,100,6.91,overcast clouds
259,Maragheh,IR,2022-02-03 02:24:46,37.3917,46.2398,23.27,80,0,2.3,clear sky
260,Torbay,CA,2022-02-03 02:24:47,47.6666,-52.7314,23.29,91,20,10.36,few clouds
261,Iqaluit,CA,2022-02-03 02:24:48,63.7506,-68.5145,8.33,84,75,10.0,light snow
262,Laguna,US,2022-02-03 02:24:48,38.421,-121.4238,56.34,39,0,5.01,clear sky
263,Srandakan,ID,2022-02-03 02:24:49,-7.9386,110.2506,84.67,62,49,2.77,scattered clouds
264,Riverton,US,2022-02-03 02:24:49,40.5219,-111.9391,24.37,69,0,1.99,clear sky
265,Madang,PG,2022-02-03 02:24:50,-5.2246,145.7966,85.57,62,84,3.02,broken clouds
266,Port-Cartier,CA,2022-02-03 02:20:46,50.0334,-66.8654,28.62,97,100,10.18,light snow
267,Lebu,CL,2022-02-03 02:24:50,-37.6167,-73.65,59.9,89,83,10.45,broken clouds
268,Bambari,CF,2022-02-03 02:24:51,5.768,20.6757,73.92,22,18,2.39,few clouds
269,Pishin,PK,2022-02-03 02:24:51,30.5803,66.9961,35.06,77,2,5.99,clear sky
270,Yar-Sale,RU,2022-02-03 02:24:52,66.8333,70.8333,4.66,96,100,10.92,light snow
271,Khutar,IN,2022-02-03 02:24:52,28.2,80.2833,52.83,77,56,11.05,broken clouds
272,Hervey Bay,AU,2022-02-03 02:24:53,-25.2986,152.8535,88.03,78,100,10.56,overcast clouds
273,Yumen,CN,2022-02-03 02:24:53,40.2833,97.2,21.2,44,30,5.59,scattered clouds
274,Tomatlan,MX,2022-02-03 02:24:54,19.9333,-105.25,63.57,85,0,2.51,clear sky
275,Thunder Bay,CA,2022-02-03 02:20:33,48.4001,-89.3168,-4.45,56,0,9.22,clear sky
276,Noumea,NC,2022-02-03 02:24:55,-22.2763,166.4572,87.78,62,38,10.0,scattered clouds
277,Alofi,NU,2022-02-03 02:24:55,-19.0595,-169.9187,82.29,74,40,17.27,scattered clouds
278,Emba,KZ,2022-02-03 02:24:09,48.8264,58.1442,10.78,92,26,6.87,scattered clouds
279,Castro,BR,2022-02-03 02:25:07,-24.7911,-50.0119,63.0,98,2,6.06,clear sky
280,Luyang,CN,2022-02-03 02:25:56,27.6239,110.0989,35.65,88,100,1.52,overcast clouds
281,Hami,CN,2022-02-03 02:25:57,42.8,93.45,22.19,37,93,0.76,overcast clouds
282,Tahe,CN,2022-02-03 02:25:57,52.3333,124.7333,0.39,63,10,10.0,clear sky
283,Poum,NC,2022-02-03 02:25:58,-20.2333,164.0167,80.46,72,0,0.87,clear sky
284,Verkhnetulomskiy,RU,2022-02-03 02:25:58,68.6073,31.7962,3.33,99,100,1.19,overcast clouds
285,Coquimbo,CL,2022-02-03 02:25:59,-29.9533,-71.3436,62.33,88,20,5.75,few clouds
286,Longhua,CN,2022-02-03 02:25:59,23.6137,114.1919,50.65,87,97,4.32,light rain
287,Puerto Montt,CL,2022-02-03 02:25:59,-41.4698,-72.9447,59.83,88,100,6.91,overcast clouds
288,Xinqing,CN,2022-02-03 02:26:00,48.2333,129.5,1.78,78,65,7.23,broken clouds
289,Cherskiy,RU,2022-02-03 02:26:00,68.75,161.3,-15.86,75,68,2.06,broken clouds
290,Zhicheng,CN,2022-02-03 02:26:01,30.2956,111.5047,41.81,58,97,0.11,overcast clouds
291,Mao,ES,2022-02-03 02:26:01,39.8885,4.2658,48.76,93,0,6.91,clear sky
292,Esmeraldas,BR,2022-02-03 02:26:02,-19.7625,-44.3139,70.66,92,100,2.51,overcast clouds
293,Esperance,AU,2022-02-03 02:26:03,-33.8667,121.9,75.04,50,5,14.81,clear sky
294,Hokitika,NZ,2022-02-03 02:26:03,-42.7167,170.9667,66.15,99,100,9.57,overcast clouds
295,Brae,GB,2022-02-03 02:26:04,60.3964,-1.353,44.51,95,100,12.26,overcast clouds
296,Carutapera,BR,2022-02-03 02:26:04,-1.195,-46.02,76.5,91,100,6.98,overcast clouds
297,Horta,PT,2022-02-03 02:26:05,38.5333,-28.6333,58.3,72,29,5.91,scattered clouds
298,Snezhnogorsk,RU,2022-02-03 02:26:05,69.1933,33.2531,2.98,97,100,3.18,light snow
299,Egvekinot,RU,2022-02-03 02:26:06,66.3167,-179.1667,-8.34,78,7,20.33,clear sky
300,Kavieng,PG,2022-02-03 02:23:32,-2.5744,150.7967,79.5,82,100,14.32,overcast clouds
301,Nykoping,SE,2022-02-03 02:26:07,58.753,17.0079,25.09,86,75,4.61,broken clouds
302,Dalvik,IS,2022-02-03 02:26:07,65.9702,-18.5286,6.73,86,88,3.91,overcast clouds
303,Komsomolskiy,UZ,2022-02-03 02:26:02,40.4272,71.7189,32.72,80,99,6.91,overcast clouds
304,Port Macquarie,AU,2022-02-03 02:26:08,-31.4333,152.9167,67.89,100,100,10.36,overcast clouds
305,Tuatapere,NZ,2022-02-03 02:22:50,-46.1333,167.6833,58.82,66,100,9.37,overcast clouds
306,Lostice,CZ,2022-02-03 02:26:09,49.7447,16.9289,38.37,75,37,6.69,scattered clouds
307,Zhuanghe,CN,2022-02-03 02:26:09,39.7008,122.9911,22.68,44,1,5.66,clear sky
308,Luderitz,NA,2022-02-03 02:22:53,-26.6481,15.1594,67.53,79,66,4.23,broken clouds
309,Arroyo,ES,2022-02-03 02:26:10,41.6096,-4.7969,46.18,62,0,4.61,clear sky
310,Nouakchott,MR,2022-02-03 02:26:10,18.0858,-15.9785,75.13,29,0,10.67,clear sky
311,Batagay-Alyta,RU,2022-02-03 02:26:11,67.8006,130.4114,-24.65,97,66,3.31,broken clouds
312,Rodeo,US,2022-02-03 02:26:11,38.033,-122.2669,60.51,33,0,1.01,clear sky
313,Benito Juarez,MX,2022-02-03 02:26:12,19.385,-99.165,66.0,47,0,1.99,clear sky
314,Quang Ngai,VN,2022-02-03 02:24:40,15.1167,108.8,73.2,84,97,6.02,overcast clouds
315,Guerrero Negro,MX,2022-02-03 02:26:13,27.9769,-114.0611,61.43,30,0,16.71,clear sky
316,Anadyr,RU,2022-02-03 02:26:13,64.75,177.4833,14.5,66,0,22.37,clear sky
317,Tarko-Sale,RU,2022-02-03 02:26:14,64.9225,77.785,1.17,96,100,15.88,light snow
318,Peleduy,RU,2022-02-03 02:26:14,59.6289,112.7406,-4.76,97,100,4.81,overcast clouds
319,Haimen,CN,2022-02-03 02:26:14,23.1935,116.6142,51.69,89,100,10.67,overcast clouds
320,Faya,SA,2022-02-03 02:26:15,18.3851,42.4509,51.91,70,51,1.86,broken clouds
321,Kindu,CD,2022-02-03 02:26:15,-2.95,25.95,69.35,93,100,1.05,overcast clouds
322,Panaba,MX,2022-02-03 02:26:16,21.2833,-88.2667,74.48,82,2,11.63,clear sky
323,Panguna,PG,2022-02-03 02:26:16,-6.3164,155.4848,74.5,88,100,3.74,moderate rain
324,Bakchar,RU,2022-02-03 02:26:17,57.0186,82.0711,2.64,99,99,5.26,overcast clouds
325,Krasnoselkup,RU,2022-02-03 02:26:17,65.7,82.4667,-11.34,98,100,9.06,overcast clouds
326,Roncesvalles,CO,2022-02-03 02:26:18,4.0108,-75.6049,49.98,85,100,2.3,overcast clouds
327,Bodden Town,KY,2022-02-03 02:26:18,19.2833,-81.25,78.01,80,20,4.0,few clouds
328,Wiarton,CA,2022-02-03 02:27:19,44.7407,-81.1332,23.61,93,100,5.75,overcast clouds
329,Sisimiut,GL,2022-02-03 02:27:19,66.9395,-53.6735,2.39,73,100,20.54,overcast clouds
330,Tual,ID,2022-02-03 02:27:20,-5.6667,132.75,82.22,77,95,11.07,overcast clouds
331,Neyshabur,IR,2022-02-03 02:27:20,36.2133,58.7958,36.64,44,0,1.39,clear sky
332,Inirida,CO,2022-02-03 02:27:21,3.8653,-67.9239,76.37,79,34,1.92,heavy intensity rain
333,Hamilton,US,2022-02-03 02:27:05,39.1834,-84.5333,46.78,96,100,1.01,light rain
334,Mandalgovi,MN,2022-02-03 02:27:21,45.7625,106.2708,2.73,73,0,10.6,clear sky
335,Aitape,PG,2022-02-03 02:27:22,-3.1374,142.3475,79.72,83,98,3.83,overcast clouds
336,Honningsvag,NO,2022-02-03 02:27:23,70.9821,25.9704,26.64,74,100,9.69,overcast clouds
337,Belyy Yar,RU,2022-02-03 02:27:23,53.6039,91.3903,-19.14,91,40,2.24,mist
338,Portales,US,2022-02-03 02:27:24,34.1862,-103.3344,14.09,68,97,8.01,overcast clouds
339,Orel-Izumrud,RU,2022-02-03 02:27:24,43.4583,39.9244,51.82,53,100,11.01,overcast clouds
340,Paamiut,GL,2022-02-03 02:27:25,61.994,-49.6678,16.3,78,100,20.85,overcast clouds
341,Mecca,SA,2022-02-03 02:27:25,21.4267,39.8261,68.22,73,1,1.19,clear sky
342,Stawell,AU,2022-02-03 02:27:26,-37.05,142.7667,67.44,39,4,19.1,clear sky
343,Sar-E Pul,AF,2022-02-03 02:27:26,35.8333,66.1667,23.65,60,4,8.95,clear sky
344,Filingue,NE,2022-02-03 02:27:27,14.3521,3.3168,64.18,14,0,9.91,clear sky
345,Am Timan,TD,2022-02-03 02:27:27,11.0297,20.2827,70.48,16,0,10.04,clear sky
346,Imperia,IT,2022-02-03 02:27:28,43.9667,7.7833,55.42,34,54,3.83,broken clouds
347,Karratha,AU,2022-02-03 02:23:36,-20.7377,116.8463,88.56,54,46,11.1,scattered clouds
348,Arlit,NE,2022-02-03 02:27:29,18.7369,7.3853,58.98,17,0,12.55,clear sky
349,Fort Nelson,CA,2022-02-03 02:27:30,58.8053,-122.7002,-8.01,77,100,8.05,light snow
350,Nikolayevsk-Na-Amure,RU,2022-02-03 02:27:30,53.1406,140.73,1.76,92,100,8.79,overcast clouds
351,Araci,BR,2022-02-03 02:27:31,-11.3333,-38.9667,74.28,81,12,7.36,few clouds
352,Keskin,TR,2022-02-03 02:27:31,39.6731,33.6136,23.94,97,100,3.42,overcast clouds
353,Lukovo,MK,2022-02-03 02:27:32,41.3494,20.6047,20.73,88,20,6.64,few clouds
354,La Asuncion,VE,2022-02-03 02:27:32,11.0333,-63.8628,87.53,66,0,13.8,clear sky
355,Conde,BR,2022-02-03 02:23:42,-7.2597,-34.9075,80.06,83,20,4.61,few clouds
356,Jibuti,DJ,2022-02-03 02:27:33,11.5,42.5,71.02,82,99,8.86,overcast clouds
357,Kapuskasing,CA,2022-02-03 02:26:22,49.4169,-82.4331,-11.11,76,0,1.14,clear sky
358,Saint-Pierre,RE,2022-02-03 02:27:34,-21.3393,55.4781,78.48,83,75,32.21,light rain
359,Nouadhibou,MR,2022-02-03 02:27:34,20.931,-17.0347,67.19,67,0,17.45,clear sky
360,Kirakira,SB,2022-02-03 02:27:35,-10.4544,161.9205,82.96,79,100,7.07,moderate rain
361,Puerto Colombia,CO,2022-02-03 02:27:35,10.9878,-74.9547,80.69,85,1,25.21,clear sky
362,Ginir,ET,2022-02-03 02:27:36,7.1333,40.7,56.88,55,100,4.32,overcast clouds
363,Tondi,IN,2022-02-03 02:27:36,9.7333,79.0167,74.16,65,3,3.47,clear sky
364,Grindavik,IS,2022-02-03 02:27:37,63.8424,-22.4338,23.47,86,20,6.91,few clouds
365,Tenenkou,ML,2022-02-03 02:27:37,14.4572,-4.9169,66.49,15,0,10.58,clear sky
366,Igboho,NG,2022-02-03 02:27:38,8.8333,3.75,70.43,16,89,3.2,overcast clouds
367,Chumikan,RU,2022-02-03 02:27:39,54.7183,135.315,-4.74,77,96,15.61,overcast clouds
368,Sao Joao Da Barra,BR,2022-02-03 02:27:39,-21.6403,-41.0511,74.21,92,100,7.63,moderate rain
369,Constitucion,CL,2022-02-03 02:27:40,-35.3333,-72.4167,57.76,87,70,4.97,broken clouds
370,Maniitsoq,GL,2022-02-03 02:27:40,65.4167,-52.9,9.18,62,100,21.0,overcast clouds
371,North Ogden,US,2022-02-03 02:27:41,41.3072,-111.9602,23.09,52,0,1.01,clear sky
372,Beira,MZ,2022-02-03 02:27:41,-19.8436,34.8389,73.99,90,26,4.72,scattered clouds
373,Polovinnoye,RU,2022-02-03 02:28:42,54.7914,65.9864,15.19,96,96,8.32,overcast clouds
374,Dwarka,IN,2022-02-03 02:28:42,22.2394,68.9678,70.79,65,15,16.73,few clouds
375,Winnemucca,US,2022-02-03 02:28:43,40.973,-117.7357,27.1,50,75,5.75,broken clouds
376,Bengkulu,ID,2022-02-03 02:28:43,-3.8004,102.2655,81.84,71,83,3.0,broken clouds
377,Baykit,RU,2022-02-03 02:28:44,61.67,96.37,5.59,98,100,2.42,light snow
378,Tautira,PF,2022-02-03 02:28:44,-17.7333,-149.15,87.82,78,27,20.6,light rain
379,Halifax,CA,2022-02-03 02:25:54,44.6453,-63.5724,36.21,91,83,3.0,broken clouds
380,Pevek,RU,2022-02-03 02:28:45,69.7008,170.3133,-6.36,73,2,3.91,clear sky
381,Pacific Grove,US,2022-02-03 02:28:45,36.6177,-121.9166,57.65,39,0,1.01,clear sky
382,Columbus,US,2022-02-03 02:27:15,39.9612,-82.9988,41.27,96,100,1.01,mist
383,Cooma,AU,2022-02-03 02:28:46,-36.2333,149.1333,60.57,51,75,14.97,broken clouds
384,Fort-Shevchenko,KZ,2022-02-03 02:28:46,44.5086,50.263,41.52,80,41,17.09,scattered clouds
385,Norman Wells,CA,2022-02-03 02:28:47,65.282,-126.8329,-27.36,68,75,2.3,broken clouds
386,Chimbote,PE,2022-02-03 02:28:47,-9.0853,-78.5783,70.41,81,33,8.68,scattered clouds
387,Samarai,PG,2022-02-03 02:28:48,-10.6167,150.6667,84.83,67,100,8.46,light rain
388,Fortuna,US,2022-02-03 02:28:48,40.5982,-124.1573,50.47,85,100,3.0,overcast clouds
389,Clyde River,CA,2022-02-03 02:24:07,70.4692,-68.5914,-16.37,76,100,17.27,light snow
390,Deputatskiy,RU,2022-02-03 02:28:49,69.3,139.9,-23.98,92,45,5.73,scattered clouds
391,Bonthe,SL,2022-02-03 02:28:49,7.5264,-12.505,75.85,91,38,4.81,scattered clouds
392,Worthington,US,2022-02-03 02:28:50,40.0931,-83.018,40.82,95,100,4.0,light rain
393,Turkistan,KZ,2022-02-03 02:28:50,43.0,68.0,29.08,83,0,2.04,clear sky
394,Wana,PK,2022-02-03 02:28:51,32.2989,69.5725,38.62,52,0,5.1,clear sky
395,Watsonville,US,2022-02-03 02:28:48,36.9102,-121.7569,58.14,33,0,3.44,clear sky
396,Koboko,UG,2022-02-03 02:28:52,3.4136,30.9599,68.79,35,99,3.24,overcast clouds
397,Port Blair,IN,2022-02-03 02:24:56,11.6667,92.75,78.84,78,40,4.61,mist
398,Lompoc,US,2022-02-03 02:25:10,34.6391,-120.4579,57.51,52,0,12.66,clear sky
399,Asyut,EG,2022-02-03 02:28:53,27.181,31.1837,53.94,40,0,5.59,clear sky
400,Atar,MR,2022-02-03 02:28:53,20.5169,-13.0499,70.47,22,0,7.05,clear sky
401,Zhigansk,RU,2022-02-03 02:28:54,66.7697,123.3711,-13.11,98,100,7.81,overcast clouds
402,Albano Laziale,IT,2022-02-03 02:28:54,41.726,12.6313,48.25,56,0,9.22,clear sky
403,Zhuhai,CN,2022-02-03 02:28:28,22.2769,113.5678,56.05,87,40,19.57,scattered clouds
404,Utete,TZ,2022-02-03 02:28:55,-7.986,38.758,72.93,98,99,0.34,overcast clouds
405,Pingliang,CN,2022-02-03 02:28:55,35.5392,106.6861,21.6,87,100,0.98,overcast clouds
406,Wegrow,PL,2022-02-03 02:28:56,52.3995,22.0163,31.55,88,51,9.28,broken clouds
407,Itarema,BR,2022-02-03 02:28:56,-2.9248,-39.9167,79.07,80,100,10.27,overcast clouds
408,Katsuura,JP,2022-02-03 02:28:57,35.1333,140.3,46.44,46,99,5.06,overcast clouds
409,San Ramon,US,2022-02-03 02:24:32,37.7799,-121.978,58.3,39,0,1.01,clear sky
410,Zeya,RU,2022-02-03 02:28:57,53.75,127.2667,-0.22,58,38,6.11,scattered clouds
411,South Lake Tahoe,US,2022-02-03 02:27:32,38.9332,-119.9844,29.05,42,0,0.0,clear sky
412,Sandnessjoen,NO,2022-02-03 02:28:58,66.0217,12.6316,24.78,65,99,5.01,overcast clouds
413,Bolgar,RU,2022-02-03 02:28:59,54.95,49.0667,31.91,98,100,0.25,snow
414,Kerema,PG,2022-02-03 02:28:59,-7.9631,145.7785,85.17,56,100,5.77,overcast clouds
415,Krasnoturinsk,RU,2022-02-03 02:28:59,59.7666,60.2086,14.9,94,100,4.94,overcast clouds
416,Honiara,SB,2022-02-03 02:29:00,-9.4333,159.95,81.73,84,100,7.27,heavy intensity rain
417,Surgana,IN,2022-02-03 02:29:00,20.5667,73.6167,59.88,49,29,3.13,scattered clouds
418,Dondo,MZ,2022-02-03 02:29:01,-19.6094,34.7431,71.37,94,24,3.18,few clouds
419,Barinas,VE,2022-02-03 02:29:01,8.6226,-70.2075,84.24,51,6,2.3,clear sky
420,Udachnyy,RU,2022-02-03 02:29:02,66.4167,112.4,-33.21,100,47,2.75,scattered clouds
421,Catamarca,AR,2022-02-03 02:30:02,-28.4696,-65.7852,76.05,53,5,1.14,clear sky
422,Tete,MZ,2022-02-03 02:30:03,-16.1564,33.5867,72.32,92,89,1.43,overcast clouds
423,Whyalla,AU,2022-02-03 02:30:04,-33.0333,137.5833,69.69,60,40,12.66,scattered clouds
424,Sri Aman,MY,2022-02-03 02:30:05,1.2376,111.4621,84.25,79,20,2.3,few clouds
425,Praia Da Vitoria,PT,2022-02-03 02:30:06,38.7333,-27.0667,55.76,94,40,5.19,scattered clouds
426,Henties Bay,NA,2022-02-03 02:30:07,-22.116,14.2845,67.86,85,1,5.41,clear sky
427,Havelock,US,2022-02-03 02:30:08,34.8791,-76.9013,53.98,85,100,4.0,overcast clouds
428,Middle Island,US,2022-02-03 02:30:09,40.8843,-72.9373,40.24,92,100,0.0,fog
429,Hargeysa,SO,2022-02-03 02:30:10,9.56,44.065,57.83,96,55,11.12,broken clouds
430,Hay River,CA,2022-02-03 02:30:10,60.8156,-115.7999,-25.62,75,0,4.61,clear sky
431,Tehri,IN,2022-02-03 02:30:11,30.3833,78.4833,50.29,85,100,3.09,light rain
432,Peniche,PT,2022-02-03 02:30:11,39.3558,-9.3811,56.62,80,100,1.79,overcast clouds
433,Elk City,US,2022-02-03 02:30:12,35.412,-99.4043,16.48,86,100,17.27,light snow
434,Dunmore Town,BS,2022-02-03 02:30:12,25.5,-76.65,72.61,62,28,19.73,scattered clouds
435,Brufut,GM,2022-02-03 02:30:13,13.3814,-16.7518,71.65,89,6,9.64,clear sky
436,Gat,IL,2022-02-03 02:27:02,31.61,34.7642,55.4,52,0,4.27,clear sky
437,Ekhabi,RU,2022-02-03 02:30:14,53.5102,142.9671,4.46,93,100,26.46,light snow
438,Gwadar,PK,2022-02-03 02:30:14,25.1216,62.3254,65.52,31,0,16.87,clear sky
439,The Valley,AI,2022-02-03 02:30:15,18.217,-63.0578,78.66,76,2,15.79,clear sky
440,Sarkand,KZ,2022-02-03 02:30:16,45.41,79.9186,18.27,66,100,6.49,overcast clouds
441,Sao Felix Do Xingu,BR,2022-02-03 02:30:17,-6.6447,-51.995,71.08,98,65,1.21,broken clouds
442,Isiro,CD,2022-02-03 02:30:17,2.7739,27.616,67.42,46,100,0.98,overcast clouds
443,Kisangani,CD,2022-02-03 02:30:18,0.5167,25.2,72.66,79,100,1.63,overcast clouds
444,La Palma,US,2022-02-03 02:30:18,33.8464,-118.0467,61.68,17,0,5.99,clear sky
445,Ossora,RU,2022-02-03 02:30:19,59.2353,163.0719,12.87,74,100,9.71,overcast clouds
446,Santiago Del Estero,AR,2022-02-03 02:26:39,-27.7951,-64.2615,87.37,34,63,8.55,broken clouds
447,Vila Velha,BR,2022-02-03 02:30:20,-20.3297,-40.2925,76.95,94,75,1.01,broken clouds
448,Bahia Blanca,AR,2022-02-03 02:28:21,-38.7196,-62.2724,74.84,56,100,8.05,overcast clouds
449,Marfino,RU,2022-02-03 02:30:20,55.7028,37.3822,23.14,92,100,4.47,light snow
450,Carora,VE,2022-02-03 02:30:21,10.1755,-70.0827,73.71,77,48,8.01,scattered clouds
451,Sucua,EC,2022-02-03 02:30:21,-2.4667,-78.1667,66.22,90,48,3.22,scattered clouds
452,Digapahandi,IN,2022-02-03 02:30:22,19.3667,84.5833,73.24,67,32,1.34,scattered clouds
453,Balykshi,KZ,2022-02-03 02:30:22,47.0667,51.8667,30.2,100,40,0.0,mist
454,Beaune,FR,2022-02-03 02:30:23,47.0833,4.75,40.62,93,100,1.88,overcast clouds
455,Bage,BR,2022-02-03 02:26:26,-31.3314,-54.1069,74.98,78,0,9.22,clear sky
456,Tilichiki,RU,2022-02-03 02:30:24,60.4667,166.1,5.94,80,91,10.07,overcast clouds
457,Wajid,SO,2022-02-03 02:30:24,3.8093,43.2471,73.56,69,100,16.24,overcast clouds
458,Jiaojiang,CN,2022-02-03 02:30:25,28.6803,121.4428,43.0,91,100,8.55,light rain
459,Nioaque,BR,2022-02-03 02:30:25,-21.1353,-55.83,72.66,97,88,4.36,overcast clouds
460,Fairbanks,US,2022-02-03 02:30:26,64.8378,-147.7164,-19.98,70,0,0.0,clear sky
461,Yinchuan,CN,2022-02-03 02:30:26,38.4681,106.2731,23.41,20,100,9.08,overcast clouds
462,Neryungri,RU,2022-02-03 02:30:27,56.6709,124.6491,-8.43,91,100,11.88,overcast clouds
463,Ylivieska,FI,2022-02-03 02:30:27,64.0833,24.55,9.32,98,78,2.04,broken clouds
464,Preobrazheniye,RU,2022-02-03 02:30:28,42.9019,133.9064,17.89,45,1,9.51,clear sky
465,Ambon,ID,2022-02-03 02:30:28,-3.6954,128.1814,89.74,58,20,9.22,few clouds
466,Kupang,ID,2022-02-03 02:30:29,-10.1667,123.5833,82.09,77,20,12.57,light rain
467,San Cristobal,VE,2022-02-03 02:29:09,7.7669,-72.225,73.58,60,8,1.86,clear sky
468,Clarence Town,AU,2022-02-03 02:31:29,-32.5833,151.7833,75.15,79,100,7.45,overcast clouds
469,Zhezkazgan,KZ,2022-02-03 02:31:30,47.8043,67.7144,1.38,85,0,8.95,clear sky
470,Mayo,US,2022-02-03 02:31:30,38.8876,-76.5119,45.09,88,100,0.0,overcast clouds
471,Naze,JP,2022-02-03 02:29:02,28.3667,129.4833,54.52,84,100,22.03,overcast clouds
472,Seoul,KR,2022-02-03 02:27:32,37.5683,126.9778,31.39,39,0,8.05,clear sky
473,Meulaboh,ID,2022-02-03 02:31:31,4.1363,96.1285,82.72,70,31,3.33,scattered clouds
474,Arandis,NA,2022-02-03 02:31:32,-22.4167,14.9667,61.47,80,3,2.39,clear sky
475,Nuuk,GL,2022-02-03 02:31:33,64.1835,-51.7216,18.21,53,100,12.66,light shower snow
476,Neiafu,TO,2022-02-03 02:31:33,-18.65,-173.9833,84.88,70,75,5.75,broken clouds
477,Olafsvik,IS,2022-02-03 02:31:34,64.8945,-23.7142,28.56,52,18,2.46,few clouds
478,Maceio,BR,2022-02-03 02:31:34,-9.6658,-35.7353,78.24,88,20,3.44,few clouds
